request_id,zone_id,event_time,ingest_time,final_fare,surge_multiplier,weather
d99463c7-9498-488e-90c0-08d13de2ef82,Downtown,2026-03-01 06:10:14,2026-03-01 06:10:31,24.59,1.0,clear
78922d2a-ced3-4a27-a156-58190fa5c1f5,Downtown,2026-03-01 06:12:41,2026-03-01 06:13:11,22.63,1.0,clear
44e5ea61-59bb-4ccb-bb94-47b819f64c6b,Yorkdale,2026-03-01 06:11:13,2026-03-01 06:13:15,15.15,1.6,snow
67b11f65-a407-46ab-902a-663a30a1d2f6,Yorkdale,2026-03-01 06:12:52,2026-03-01 06:13:31,9.94,1.0,clear
eac2ccc8-61bf-4ca2-bee4-49e783516c6e,NorthYork,2026-03-01 06:13:07,2026-03-01 06:13:32,23.1,1.3,rain
fd579abd-04e0-402d-8537-7122e1044741,Scarborough,2026-03-01 06:13:18,2026-03-01 06:14:07,10.76,1.0,clear
566fa12b-191e-4ea0-afed-2601eac1878e,UnionStation,2026-03-01 06:16:19,2026-03-01 06:16:59,24.56,1.0,clear
a885e241-c925-4321-8959-1813cb1a6df9,NorthYork,2026-03-01 06:16:53,2026-03-01 06:17:00,15.11,1.6,snow
6b842fd0-6f4c-4ac6-88ba-b5e93ebc453a,Waterfront,2026-03-01 06:19:28,2026-03-01 06:20:26,21.71,1.0,clear
6168b0a7-e18a-49fc-b422-67b4431a97ec,Yorkdale,2026-03-01 06:19:00,2026-03-01 06:21:03,11.01,1.0,clear
0b5b387d-7a1f-4a90-a440-0984220528fa,UnionStation,2026-03-01 06:21:11,2026-03-01 06:22:01,10.24,1.0,clear
8dd8f328-5039-4d3b-a7bd-28a8de261736,Airport,2026-03-01 06:22:52,2026-03-01 06:23:13,26.08,1.3,rain
283eaa5b-b35d-4272-b40d-70051fbe8b06,Midtown,2026-03-01 06:22:37,2026-03-01 06:23:44,23.91,1.6,snow
ac534f34-7b06-4a14-a224-05a98c44beb5,Downtown,2026-03-01 06:24:00,2026-03-01 06:24:47,34.23,1.6,snow
97fae7ab-de5a-4085-a3bc-de25d456919c,Downtown,2026-03-01 06:24:26,2026-03-01 06:25:23,34.08,1.6,snow
9a7b6146-2a39-468e-a9de-b74e205bd5a9,NorthYork,2026-03-01 06:23:09,2026-03-01 06:25:59,21.12,1.3,rain
04d2b181-a9cc-4850-9f3a-98d4a54f5a45,Waterfront,2026-03-01 06:26:27,2026-03-01 06:26:30,8.95,1.0,clear
a5666f63-dfc6-475c-bd8b-2260b397697f,Downtown,2026-03-01 06:28:03,2026-03-01 06:28:07,21.2,1.3,rain
557c0647-4715-4b8e-a921-a8372d962ec4,Etobicoke,2026-03-01 06:28:15,2026-03-01 06:28:30,9.18,1.0,clear
313b1277-9e62-4eb0-9649-8c07a7ad7c38,UofT,2026-03-01 06:26:23,2026-03-01 06:29:14,21.66,1.0,clear
e081eab1-2cad-4a61-ac3e-61ddf433a807,Midtown,2026-03-01 06:28:42,2026-03-01 06:29:35,15.18,1.3,rain
edf8b73a-4bc8-42f3-9ab0-db9bc99147b1,Airport,2026-03-01 06:29:52,2026-03-01 06:29:52,20.37,1.0,clear
1ceca5d7-09a7-4093-89db-94fc33989752,UofT,2026-03-01 06:22:53,2026-03-01 06:30:18,22.46,1.0,clear
e6ac366a-6f3d-49d7-b51c-f98a4988d978,Etobicoke,2026-03-01 06:28:01,2026-03-01 06:30:24,22.11,1.0,clear
73533951-6d02-4b04-87f8-bd938751aa99,Waterfront,2026-03-01 06:29:45,2026-03-01 06:30:41,15.32,1.0,clear
39e76eab-a34f-417c-bab6-596575b53945,Etobicoke,2026-03-01 06:22:35,2026-03-01 06:31:18,24.53,1.0,clear
d9eb31b1-9ce1-4d5c-ba47-d2b78e903308,UnionStation,2026-03-01 06:31:36,2026-03-01 06:32:09,16.85,1.6,snow
0b463bc0-2138-4376-af45-b94f7c1efb2a,Airport,2026-03-01 06:30:48,2026-03-01 06:33:01,26.89,1.3,rain
a026cb69-586d-41e2-9d99-1f98a840bcdc,Yorkdale,2026-03-01 06:33:00,2026-03-01 06:33:01,24.65,1.0,clear
49e72a11-6bd4-4d71-87e3-056ec5d2c5e2,Waterfront,2026-03-01 06:33:20,2026-03-01 06:33:35,22.8,1.0,clear
17f2459b-c420-4b24-9f92-0e7d654b6f70,Etobicoke,2026-03-01 06:32:56,2026-03-01 06:34:00,14.58,1.0,clear
b361dddd-9660-4ab2-88e0-de7da4ac1000,Etobicoke,2026-03-01 06:34:19,2026-03-01 06:34:26,13.4,1.0,clear
871002e1-8618-4c54-b4e3-13b939a2440b,Airport,2026-03-01 06:34:12,2026-03-01 06:34:31,9.36,1.0,clear
c3353a4f-8d09-454e-9cbe-d952575f95eb,Yorkdale,2026-03-01 06:35:03,2026-03-01 06:35:26,26.34,1.3,rain
7c78163e-ab14-4153-a8e3-f69d990e1b20,Yorkdale,2026-03-01 06:32:58,2026-03-01 06:35:30,19.66,1.0,clear
ddbe7c7a-239e-41c0-82ac-932a862db05d,Scarborough,2026-03-01 06:34:41,2026-03-01 06:36:32,22.59,1.3,rain
f5afc0cc-1c49-4dd4-b335-40b785f4a49c,Scarborough,2026-03-01 06:36:44,2026-03-01 06:36:57,27.78,1.3,rain
52cd907d-e59f-443d-9ad6-f1ce589e59c6,Waterfront,2026-03-01 06:38:11,2026-03-01 06:38:31,13.96,1.3,rain
a777f674-1aaf-4892-80a0-3d38d01d1f24,UofT,2026-03-01 06:38:30,2026-03-01 06:38:56,25.84,1.3,rain
e0a6fa36-628b-450a-aefb-75a54913333d,Midtown,2026-03-01 06:39:01,2026-03-01 06:39:21,15.11,1.3,rain
8148db8f-8ffc-444f-aca3-cf21dab6f276,Scarborough,2026-03-01 06:39:55,2026-03-01 06:41:34,14.04,1.0,clear
dc2302e1-abfd-4cb4-8a04-347f6009b611,Airport,2026-03-01 06:42:03,2026-03-01 06:43:12,27.05,1.6,snow
ce3063ba-4a48-4d08-96ec-90ad41cd7c1d,Midtown,2026-03-01 06:43:15,2026-03-01 06:43:58,12.39,1.3,rain
fd2af474-8801-46bd-9c8e-b00a983deae2,Downtown,2026-03-01 06:43:35,2026-03-01 06:44:14,24.03,1.3,rain
c6358614-527b-4d22-8e07-2ab7c0f6bff7,Midtown,2026-03-01 06:39:04,2026-03-01 06:44:20,11.02,1.0,clear
9bb47fd2-388c-4935-a164-d044951ed450,Waterfront,2026-03-01 06:43:43,2026-03-01 06:45:52,14.17,1.3,rain
83d5dd1f-ba76-4f1e-b234-11b611d5acf2,Etobicoke,2026-03-01 06:46:40,2026-03-01 06:47:13,15.32,1.0,clear
d25ac84a-59fd-41b8-a148-c6964e623b70,Waterfront,2026-03-01 06:47:11,2026-03-01 06:47:47,16.54,1.0,clear
4468c2a1-b252-45d1-a13b-03c4d4933a6f,UofT,2026-03-01 06:47:35,2026-03-01 06:47:52,15.91,1.0,clear
94503682-b543-4a67-a95f-dd6cfd396297,NorthYork,2026-03-01 06:42:31,2026-03-01 06:47:52,18.86,1.0,clear
70edd3d0-e81a-4c43-b559-4d53953c3e8b,Waterfront,2026-03-01 06:48:18,2026-03-01 06:48:39,19.24,1.0,clear
3770afe8-5024-4372-8bb4-357b7545f7a4,Etobicoke,2026-03-01 06:50:21,2026-03-01 06:50:56,15.03,1.3,rain
d67b0fd9-762b-4bba-bc6e-aea1fed78ba9,Waterfront,2026-03-01 06:50:51,2026-03-01 06:51:04,24.28,1.0,clear
87bd5794-fd01-4b96-86ec-53d68936bc0f,UofT,2026-03-01 06:51:12,2026-03-01 06:51:26,16.34,1.0,clear
20a32015-f98f-4075-b166-cc48e8e85790,Downtown,2026-03-01 06:51:10,2026-03-01 06:51:50,19.05,1.0,clear
facfb370-4400-400e-98d0-f922484b6ff9,Yorkdale,2026-03-01 06:54:04,2026-03-01 06:54:18,14.72,1.0,clear
e2d6bfb5-f9fe-4e2e-bef5-1dd115118c24,Waterfront,2026-03-01 06:53:53,2026-03-01 06:54:24,20.24,1.0,clear
6e34b8aa-6a66-4379-9ebb-050592f76a0d,Midtown,2026-03-01 06:54:16,2026-03-01 06:54:56,13.41,1.0,clear
14d65162-5f5d-4164-bbee-cc594067facc,Yorkdale,2026-03-01 06:54:34,2026-03-01 06:55:29,13.5,1.0,clear
fd3f67a8-cc7e-433b-ab0b-fd06420edc8b,Midtown,2026-03-01 06:56:00,2026-03-01 06:56:21,12.05,1.3,rain
86cf8567-07bb-4c86-8fc4-a4ad5fb9a12a,Airport,2026-03-01 06:55:31,2026-03-01 06:56:26,11.12,1.0,clear
a0f1f077-3d70-4884-9da2-9a03b8755f26,UofT,2026-03-01 06:55:25,2026-03-01 06:56:51,26.65,1.3,rain
45e3746c-01e7-4596-802f-2dfb40f8c600,Downtown,2026-03-01 06:56:46,2026-03-01 06:57:12,10.57,1.0,clear
d8bce90c-2e0b-4cad-8e7c-5961c7b8a5d2,Yorkdale,2026-03-01 06:56:23,2026-03-01 06:57:13,22.69,1.0,clear
14eab0f6-b589-41c6-94ff-939c23217e42,Etobicoke,2026-03-01 06:57:12,2026-03-01 06:57:24,11.33,1.0,clear
312f55cf-5201-4052-8593-7fd2d9db667c,Waterfront,2026-03-01 06:57:26,2026-03-01 06:57:34,20.0,1.0,clear
fbb54fc6-9912-43ac-b95e-e69715720fec,Scarborough,2026-03-01 07:00:42,2026-03-01 07:00:54,29.0,1.2,clear
476f1bc7-e141-4578-815a-d9a34081fc2f,Yorkdale,2026-03-01 07:00:52,2026-03-01 07:01:00,25.95,1.2,clear
e6cbff15-8d98-44a1-a5e7-dd0851267102,UnionStation,2026-03-01 06:59:45,2026-03-01 07:01:06,21.55,1.0,clear
b292be93-63c7-42a7-b879-7e196ba2b323,Etobicoke,2026-03-01 06:58:47,2026-03-01 07:01:35,23.16,1.0,clear
91e04bcc-da24-43ef-a713-3d3f0520f1fe,Waterfront,2026-03-01 07:01:00,2026-03-01 07:01:52,29.76,1.2,clear
7d2897aa-345e-4641-b3e6-96609cb2bf5d,Waterfront,2026-03-01 07:01:58,2026-03-01 07:02:03,26.47,1.2,clear
2a9c251e-bf74-47a2-9bd0-7b1d31e61d16,UnionStation,2026-03-01 07:00:04,2026-03-01 07:02:58,13.75,1.2,clear
1ed86912-d6f0-43f5-b0b5-a31e197e0210,Scarborough,2026-03-01 07:03:35,2026-03-01 07:03:47,14.42,1.2,clear
1dc133ce-e51c-4352-9153-07a313a6a393,Etobicoke,2026-03-01 07:04:45,2026-03-01 07:05:42,12.61,1.2,clear
c5a53e0f-49ac-4a3b-900e-a53ee3a1bac7,Scarborough,2026-03-01 07:03:50,2026-03-01 07:06:12,35.36,1.5,rain
b1f1c866-31f5-4e56-b39b-92c28354307d,Downtown,2026-03-01 07:06:16,2026-03-01 07:07:16,17.14,1.2,clear
375cb0c9-9104-4f3b-b895-af4922a5b2f2,UofT,2026-03-01 07:07:10,2026-03-01 07:08:03,9.74,1.2,clear
874caeda-7662-48f0-8d28-d63d2b003472,Scarborough,2026-03-01 07:00:32,2026-03-01 07:08:07,13.01,1.2,clear
c502104f-6b82-466b-9b19-2da88b10aace,NorthYork,2026-03-01 07:07:27,2026-03-01 07:09:03,26.2,1.2,clear
bd788a15-222a-4daf-92ef-1cecaaaeacc9,Midtown,2026-03-01 07:09:11,2026-03-01 07:09:22,29.66,1.2,clear
e120168c-af5b-4309-b9a5-13b64b0e8927,Scarborough,2026-03-01 07:09:34,2026-03-01 07:09:42,13.49,1.2,clear
b6b710f1-7dd0-41e8-a5e4-67bf23ef40e7,Scarborough,2026-03-01 07:05:07,2026-03-01 07:10:02,26.08,1.2,clear
a931b83c-e4ed-4eee-93c9-0d4bec8b7b54,Scarborough,2026-03-01 07:10:25,2026-03-01 07:10:32,22.31,1.2,clear
411d5e13-cfa2-4bae-97f2-c4622e4cdc31,Etobicoke,2026-03-01 07:09:45,2026-03-01 07:10:44,15.53,1.2,clear
1123a29b-654b-4b19-9986-3e295e03d5a4,Yorkdale,2026-03-01 07:11:15,2026-03-01 07:11:30,16.89,1.2,clear
e6f76cf8-0295-4b0d-b59d-41fe8a2e4ae3,Airport,2026-03-01 07:11:41,2026-03-01 07:11:43,23.09,1.5,rain
6181c093-02ef-4e4f-9195-780156470643,NorthYork,2026-03-01 07:10:59,2026-03-01 07:13:33,16.42,1.2,clear
a6fda0c3-9c48-41de-ba02-60e966e7fcf4,UofT,2026-03-01 07:11:59,2026-03-01 07:13:41,35.08,1.5,rain
b60ae132-528b-43c4-bb43-9a864c64fcaa,Yorkdale,2026-03-01 07:13:32,2026-03-01 07:14:38,28.92,1.5,rain
b81db6d1-612b-4875-be8c-fbc5d8fc624b,Etobicoke,2026-03-01 07:15:11,2026-03-01 07:15:47,18.05,1.5,rain
da76ca27-7722-4cc1-b5bc-44fd839ae7c3,Yorkdale,2026-03-01 07:14:37,2026-03-01 07:16:22,13.16,1.2,clear
ff89aeed-0388-4194-bf5b-776af2adf63f,Etobicoke,2026-03-01 07:16:48,2026-03-01 07:17:44,24.01,1.5,rain
a68f54b2-bef6-458c-8876-465f6c6a0111,Midtown,2026-03-01 07:17:43,2026-03-01 07:18:27,16.83,1.5,rain
7ae145c7-08eb-48c9-9887-49c3fa53e8bf,Downtown,2026-03-01 07:18:29,2026-03-01 07:18:41,10.63,1.2,clear
5e90968f-b09e-4974-896c-2e8a630fe6ea,Yorkdale,2026-03-01 07:18:25,2026-03-01 07:18:49,22.96,1.2,clear
974f5b5c-1cc0-4b6e-9d29-a0fa57962c87,Yorkdale,2026-03-01 07:18:22,2026-03-01 07:18:49,11.81,1.2,clear
7b387bb3-79f5-49e8-9dde-3961df2f298d,NorthYork,2026-03-01 07:19:25,2026-03-01 07:19:32,18.54,1.2,clear
6f276e9b-dafc-447a-87a6-7d212b7d4be5,Waterfront,2026-03-01 07:16:57,2026-03-01 07:19:57,11.45,1.2,clear
e4648ef8-097d-4878-bc2b-8230cc242411,Downtown,2026-03-01 07:20:40,2026-03-01 07:21:16,29.52,1.2,clear
ecbfc680-6d2d-4ad6-ab2a-e74e3e11fd43,Scarborough,2026-03-01 07:17:33,2026-03-01 07:21:46,27.81,1.2,clear
615ce29e-554a-449d-a780-b31e20ceb793,Midtown,2026-03-01 07:21:44,2026-03-01 07:22:04,15.61,1.2,clear
9057f29c-6f0a-480b-a872-ae7a4fc61c32,UnionStation,2026-03-01 07:22:33,2026-03-01 07:22:49,24.51,1.2,clear
9dc836ed-8ebf-4c33-a553-ad1fcc933517,Downtown,2026-03-01 07:15:44,2026-03-01 07:23:22,20.11,1.2,clear
c918d630-2cdc-4907-8195-28413836bdf2,UofT,2026-03-01 07:23:27,2026-03-01 07:23:51,17.57,1.5,rain
ccca0b55-2a75-48d6-a447-1c63042d5075,Midtown,2026-03-01 07:23:46,2026-03-01 07:23:54,23.21,1.8,snow
03764241-9554-41fb-bce8-78e4eec980d2,UofT,2026-03-01 07:17:40,2026-03-01 07:24:52,23.22,1.2,clear
b316d24f-340a-44bd-89e4-74f6cb4f3c10,Etobicoke,2026-03-01 07:24:58,2026-03-01 07:25:33,19.44,1.2,clear
96d5a04a-d9ed-4416-baee-a53f8f349973,Waterfront,2026-03-01 07:23:53,2026-03-01 07:26:16,21.56,1.2,clear
f68dc8b6-c75b-4a34-8c06-cb564d60b26a,NorthYork,2026-03-01 07:19:58,2026-03-01 07:26:21,14.04,1.5,rain
78aa834b-3faa-4268-b4a1-fca00be4b8ae,UnionStation,2026-03-01 07:26:17,2026-03-01 07:26:24,18.65,1.2,clear
c37a7f55-db23-4df7-b401-1244a77675ae,Scarborough,2026-03-01 07:25:41,2026-03-01 07:26:36,27.17,1.2,clear
ff876950-089e-46bb-9945-8fd2f0991b7f,UnionStation,2026-03-01 07:26:52,2026-03-01 07:27:12,27.29,1.2,clear
aae544ea-73fd-4f1f-bf34-9ada2ef7d701,Waterfront,2026-03-01 07:21:58,2026-03-01 07:27:18,16.05,1.5,rain
1d666f7a-cecd-4dc3-8cee-fcb2c524fad6,Waterfront,2026-03-01 07:26:07,2026-03-01 07:27:33,20.8,1.2,clear
5551adb1-0da7-4550-a515-0357b6fea1cb,Airport,2026-03-01 07:28:15,2026-03-01 07:28:24,29.46,1.8,snow
07ba1336-9f6d-4235-a591-4674683b8f92,Airport,2026-03-01 07:28:48,2026-03-01 07:28:51,24.86,1.2,clear
fe617084-88ff-417f-a7b4-fa070f5f4775,Midtown,2026-03-01 07:29:35,2026-03-01 07:31:52,23.33,1.5,rain
55ce82e9-f5ed-4f8a-b5dd-fa7fab025299,Etobicoke,2026-03-01 07:31:50,2026-03-01 07:32:46,28.9,1.2,clear
1a027d91-34f4-43ef-a58e-7c48d3419e0e,Waterfront,2026-03-01 07:31:03,2026-03-01 07:33:03,23.02,1.5,rain
f2e1a292-b44d-4175-a1b6-f36163234a1a,UnionStation,2026-03-01 07:32:31,2026-03-01 07:33:31,24.61,1.2,clear
c9125f77-cccd-467c-aac1-7b4b28a5b94d,Airport,2026-03-01 07:26:12,2026-03-01 07:33:49,23.37,1.8,snow
02dd4a9f-d4a0-47d6-8ca6-6b8cbce67a99,Airport,2026-03-01 07:31:54,2026-03-01 07:33:51,11.59,1.2,clear
b0712bc8-d667-4eda-ba37-888e6e9c6669,Midtown,2026-03-01 07:33:55,2026-03-01 07:33:59,12.8,1.2,clear
2ba6e088-554a-48cc-ae9f-a46b9c847f2b,UofT,2026-03-01 07:33:35,2026-03-01 07:34:26,26.99,1.2,clear
5395632d-73d2-4c06-b229-0afa0bf69621,Etobicoke,2026-03-01 07:34:19,2026-03-01 07:34:59,18.04,1.2,clear
12180ab9-17c0-4ab2-b218-87e928ec0465,NorthYork,2026-03-01 07:34:37,2026-03-01 07:35:35,25.85,1.2,clear
6f6f1af2-06d2-4079-8506-3fcb3cd77caf,Scarborough,2026-03-01 07:36:19,2026-03-01 07:37:06,13.92,1.2,clear
00938592-9959-4977-8cb6-132b300ae45a,Airport,2026-03-01 07:37:30,2026-03-01 07:38:13,16.92,1.2,clear
31aa57eb-bea4-43e1-8a4c-87e4ad9d0685,Midtown,2026-03-01 07:38:18,2026-03-01 07:38:21,19.87,1.2,clear
c5042755-893e-4452-b6ff-9c52dafeea74,Scarborough,2026-03-01 07:38:24,2026-03-01 07:38:52,15.24,1.2,clear
bcb8b955-735e-4b97-b61f-1141fc8aff28,Scarborough,2026-03-01 07:38:52,2026-03-01 07:39:31,12.51,1.2,clear
8c15bfce-4726-470f-a1a0-6df09b38f4dc,Midtown,2026-03-01 07:40:21,2026-03-01 07:40:30,11.99,1.2,clear
a1e2fdd0-fd33-4e90-8fc2-33f3b36ceb8e,Scarborough,2026-03-01 07:40:27,2026-03-01 07:41:08,26.35,1.8,snow
08967606-9546-4a91-92d4-93336a2d27e2,Midtown,2026-03-01 06:33:47,2026-03-01 07:41:15,11.26,1.0,clear
cea53387-ab3d-4d83-8709-05b30aedb21a,Yorkdale,2026-03-01 07:40:37,2026-03-01 07:41:29,13.39,1.5,rain
58ce0a29-9737-485b-8d95-16d1d97c5551,NorthYork,2026-03-01 07:38:56,2026-03-01 07:41:32,18.95,1.2,clear
aa2874e8-dc48-4c49-bde0-035c5b6be03c,Etobicoke,2026-03-01 07:40:23,2026-03-01 07:41:46,16.98,1.2,clear
3fba5063-b74f-4907-909f-2ad5c06fb963,Airport,2026-03-01 07:37:03,2026-03-01 07:42:03,24.75,1.5,rain
5070568a-c259-4074-b4f2-fe61b2c7b87b,Scarborough,2026-03-01 07:40:06,2026-03-01 07:42:06,19.43,1.8,snow
ee595666-e300-4986-9b7a-67f0e558be46,Yorkdale,2026-03-01 07:42:22,2026-03-01 07:42:54,9.85,1.2,clear
d33f7bba-6f2d-4211-ae87-7ea0dd776f8e,Waterfront,2026-03-01 07:44:44,2026-03-01 07:45:19,26.88,1.2,clear
631558b9-06bf-4db7-b824-018b42e772cb,Waterfront,2026-03-01 07:44:22,2026-03-01 07:45:19,26.11,1.2,clear
22140a10-21a4-4683-a77d-2e3c38cbb817,Downtown,2026-03-01 07:45:48,2026-03-01 07:46:36,10.89,1.2,clear
9196bd2f-ed4c-4174-803c-6bd1a72c2fdb,UnionStation,2026-03-01 07:47:00,2026-03-01 07:47:00,9.91,1.2,clear
10940df4-7053-4589-808b-e151ccb70a04,Downtown,2026-03-01 07:47:54,2026-03-01 07:48:05,20.98,1.2,clear
78a73380-e368-4b70-aa0e-5cce8d2b1d4b,Scarborough,2026-03-01 07:46:04,2026-03-01 07:48:11,14.06,1.2,clear
e93018c9-0388-4a76-8195-83d89b9293f2,Airport,2026-03-01 07:48:29,2026-03-01 07:49:12,25.94,1.2,clear
67397a29-0baf-4d48-953d-f1c661696765,Waterfront,2026-03-01 07:49:15,2026-03-01 07:49:58,19.0,1.2,clear
1fa09930-d1c9-4f7f-810c-ac553fd0bbb4,UofT,2026-03-01 07:50:57,2026-03-01 07:51:23,30.28,1.5,rain
5f7c08ba-7999-429c-9d90-f45223663d08,Airport,2026-03-01 07:50:55,2026-03-01 07:51:32,11.86,1.2,clear
e84a5b82-ae1c-4f43-8260-31d0c5036270,UofT,2026-03-01 07:52:41,2026-03-01 07:52:59,29.52,1.2,clear
e05ca216-f686-4afa-909c-f731db2172da,UofT,2026-03-01 07:52:09,2026-03-01 07:53:01,24.43,1.5,rain
2c088a50-7d54-4c19-8bd2-03464a1a0fa0,Downtown,2026-03-01 07:45:26,2026-03-01 07:53:55,22.04,1.5,rain
e31690e3-e3a5-4e70-a898-cbe021984a53,Downtown,2026-03-01 07:53:57,2026-03-01 07:54:05,11.3,1.2,clear
111d5413-2138-4755-8fab-93a2c074c4a5,Midtown,2026-03-01 07:54:02,2026-03-01 07:54:48,41.99,1.8,snow
aeb187db-cf60-4b2d-a932-49e405c2c16f,NorthYork,2026-03-01 07:54:45,2026-03-01 07:55:12,13.36,1.5,rain
02ce5636-b5eb-4b48-ad5d-ef507f73657f,Yorkdale,2026-03-01 07:52:49,2026-03-01 07:55:23,15.3,1.2,clear
7de41d17-372c-472a-875c-3d429ad35e85,Yorkdale,2026-03-01 07:57:04,2026-03-01 07:57:08,24.19,1.2,clear
8c2541a0-80e3-4318-89ec-cf32ef57109c,Scarborough,2026-03-01 07:54:33,2026-03-01 07:57:46,12.11,1.2,clear
c6185d02-3164-4472-a650-7377e3ac9712,Downtown,2026-03-01 07:59:17,2026-03-01 07:59:47,19.12,1.2,clear
d2bb1052-ddee-47dc-a35b-28660bac5b32,Etobicoke,2026-03-01 07:59:12,2026-03-01 07:59:54,26.34,1.2,clear
b2d7e776-66aa-4039-b495-de7604227968,NorthYork,2026-03-01 07:59:20,2026-03-01 08:00:11,17.53,1.2,clear
80c287c2-23db-4254-81a9-039fb9b5a476,UnionStation,2026-03-01 07:59:08,2026-03-01 08:00:54,13.75,1.2,clear
84034090-e68f-417b-a7da-96572f0926ed,Midtown,2026-03-01 08:01:25,2026-03-01 08:01:25,36.36,1.5,rain
54f654bc-0e88-4993-868d-c0a501a8a313,Waterfront,2026-03-01 08:01:09,2026-03-01 08:03:04,14.59,1.2,clear
46e130f2-b5e6-469b-b0bc-feb252c5efc9,Waterfront,2026-03-01 08:03:22,2026-03-01 08:03:48,28.67,1.2,clear
0e091841-eca8-413b-a338-81b42a81a0ed,UnionStation,2026-03-01 08:01:50,2026-03-01 08:04:24,20.6,1.5,rain
b4fd6577-de7f-4e3f-9c40-5445704b799b,Midtown,2026-03-01 08:03:32,2026-03-01 08:04:27,22.89,1.2,clear
e4e939d9-cabe-49ed-8d76-542e514fca61,Scarborough,2026-03-01 08:04:01,2026-03-01 08:04:33,25.02,1.5,rain
e8b80b3f-7f4a-4412-a4af-50092eca2836,Yorkdale,2026-03-01 08:08:54,2026-03-01 08:09:52,13.65,1.5,rain
33e9f184-79b0-4224-9138-3d07254a36ca,Midtown,2026-03-01 08:04:43,2026-03-01 08:10:04,31.67,1.5,rain
84e5be4f-9e90-4aa8-8a6b-dd007ff51fda,Waterfront,2026-03-01 08:09:50,2026-03-01 08:10:08,33.66,1.8,snow
b4383c6f-1e98-4cdc-8311-24188d43a175,Downtown,2026-03-01 08:10:31,2026-03-01 08:10:56,20.46,1.2,clear
0ed4d76d-b339-4172-992c-a9230938ab8a,Downtown,2026-03-01 08:10:23,2026-03-01 08:11:21,34.2,1.8,snow
74d8cfe4-7d50-4aa0-816e-3c6877f765d4,Downtown,2026-03-01 08:11:22,2026-03-01 08:11:28,19.38,1.2,clear
5ce59d55-c9ed-4bbd-a92c-a83e71ff4b46,Downtown,2026-03-01 08:11:40,2026-03-01 08:13:18,40.62,1.8,snow
c4e5e0d5-e98f-465d-b146-50b4b2066f71,NorthYork,2026-03-01 08:11:08,2026-03-01 08:13:49,15.28,1.2,clear
6656645a-3e46-4843-a9bc-ecd6b9d9ea45,Yorkdale,2026-03-01 08:13:27,2026-03-01 08:14:04,30.3,1.5,rain
a23dd8f6-05cd-4d50-9020-bb6bc684f9fc,Yorkdale,2026-03-01 08:15:16,2026-03-01 08:15:36,16.06,1.8,snow
c41c2c86-1eb5-42bc-b5ea-09b9090a50a7,UofT,2026-03-01 08:13:54,2026-03-01 08:16:02,17.04,1.2,clear
3d9d8e2f-e42b-421a-807f-467e69739feb,UnionStation,2026-03-01 08:16:10,2026-03-01 08:16:10,18.01,1.2,clear
c3f0ce59-629f-4352-a83b-5ec2a7c81439,Etobicoke,2026-03-01 08:16:34,2026-03-01 08:17:34,44.18,1.8,snow
dffd3647-ece6-44f4-91a7-16ad052445e2,Waterfront,2026-03-01 08:17:58,2026-03-01 08:18:44,25.39,1.2,clear
08ae8fb2-aaa5-4142-8dac-61e5e8b14389,Downtown,2026-03-01 08:17:32,2026-03-01 08:19:40,38.07,1.8,snow
5c83feb2-0cc3-4105-a153-ec9eeebfd6e7,NorthYork,2026-03-01 08:19:44,2026-03-01 08:20:04,28.93,1.2,clear
35e444bb-ea0b-4712-9dee-084bf8359fd6,Midtown,2026-03-01 08:21:02,2026-03-01 08:21:55,27.98,1.5,rain
f82de0fd-1833-4ef3-863c-661f8f44becf,Midtown,2026-03-01 08:20:42,2026-03-01 08:21:57,21.08,1.5,rain
66094b66-92cd-474c-a03a-b0bfa1c96502,Midtown,2026-03-01 08:22:27,2026-03-01 08:22:52,26.19,1.2,clear
13d12340-f89d-48d2-b891-20b4808d064e,Etobicoke,2026-03-01 08:22:02,2026-03-01 08:23:00,9.94,1.2,clear
7b20b40f-d42e-47ef-a1f1-0def14c365e1,Airport,2026-03-01 08:22:41,2026-03-01 08:23:46,11.07,1.2,clear
9b0e0d05-bf07-4e96-a868-a7cdbd2a3786,Yorkdale,2026-03-01 08:24:26,2026-03-01 08:24:56,16.93,1.2,clear
f3f17fcc-9e22-4098-8387-522c0c6f732c,Airport,2026-03-01 08:24:39,2026-03-01 08:25:19,20.33,1.2,clear
3a56f512-d4e4-4f62-a1b9-2855d82d6050,UofT,2026-03-01 08:24:23,2026-03-01 08:25:19,23.74,1.2,clear
e8d592f6-bd95-4cc3-92c5-a4429fab86e9,Etobicoke,2026-03-01 08:24:59,2026-03-01 08:25:37,28.04,1.2,clear
f583768d-290f-4ffd-a62d-534b20eba760,Midtown,2026-03-01 08:25:52,2026-03-01 08:26:24,31.61,1.5,rain
ae179fee-2a9d-4aeb-b105-98810dc3bed3,Etobicoke,2026-03-01 08:26:29,2026-03-01 08:26:30,22.67,1.2,clear
7ca2d467-c523-4b9f-8ade-ca2dfc56ea4f,UnionStation,2026-03-01 08:27:55,2026-03-01 08:28:40,17.94,1.2,clear
75679fc3-e376-4eb3-b5d8-755ee4f4607e,Scarborough,2026-03-01 08:20:16,2026-03-01 08:28:56,20.6,1.2,clear
86372660-61f6-4a60-b9e9-a106a027bc63,UnionStation,2026-03-01 08:28:16,2026-03-01 08:30:30,23.56,1.2,clear
